1053 5760353 2215
1054 5762568 1625
1055 5764193 2572
1056 5766765 3570
1057 5770335 14619
1058 5784954 3858
1059 5788812 12981
1060 5801793 4650
1061 5806443 3468
1062 5809911 2155
1063 5812066 5348
1064 5817414 1986
1065 5819400 2512
1067 5821912 14993
1068 5836905 3769
1069 5840674 4653
1070 5845327 3584
1071 5848911 2525
1072 5851436 2823
1073 5854259 4702
1074 5858961 8305
1075 5867266 6754
1076 5874020 9466
1077 5883486 3592
1078 5887078 3815
1079 5890893 3978
1080 5894871 2290
1081 5897161 7741
1082 5904902 21633
1083 5926535 9829
1084 5936364 7078
1085 5943442 5216
1086 5948658 5225
1087 5953883 6076
1088 5959959 5950
1089 5965909 6022
1090 5971931 3610
1091 5975541 4385
1092 5979926 4785
1093 5984711 4732
1094 5989443 5067
1095 5994510 4796
1096 5999306 2520
1097 6001826 2322
1098 6004148 4721
1099 6008869 21938
1100 6030807 1477
1101 6032284 1996
1102 6034280 3116
1103 6037396 6319
1104 6043715 971
1105 6044686 6640
1106 6051326 925
1107 6052251 1135
1108 6053386 788
1109 6054174 6312
1110 6060486 2844
1111 6063330 5078
1112 6068408 9069
1113 6077477 7354
1114 6084831 1813
1115 6086644 5490
1116 6092134 3588
1117 6095722 1497
1118 6097219 641
1119 6097860 3284
1120 6101144 9158
1121 6110302 2873
1122 6113175 2217
1123 6115392 5714
1124 6121106 1288
1125 6122394 4412
1126 6126806 692
1127 6127498 2541
1128 6130039 1526
1129 6131565 1123
1130 6132688 2517
1131 6135205 4361
1132 6139566 2926
1133 6142492 5431
1134 6147923 5865
1135 6153788 4464
1136 6158252 2755
1137 6161007 2061
1138 6163068 1057
1139 6164125 801
1140 6164926 2638
1141 6167564 5776
1142 6173340 941
1143 6174281 1783
1144 6176064 1710
1145 6177774 7472
1146 6185246 1200
1147 6186446 2226
1148 6188672 2431
1149 6191103 1393
1150 6192496 570
1151 6193066 5003
1152 6198069 6121
1153 6204190 11623
1154 6215813 1205
1155 6217018 2330
1156 6219348 1017
1157 6220365 1246
1158 6221611 2182
1159 6223793 2820
1160 6226613 5186
1161 6231799 2434
1162 6234233 3022
1163 6237255 20079
1164 6257334 2836
1165 6260170 1606
1166 6261776 2246
1167 6264022 1751
1168 6265773 1460
1169 6267233 7350
1170 6274583 4602
1171 6279185 12590
1172 6291775 2394
1173 6294169 1822
1174 6295991 1433
1175 6297424 3108
1176 6300532 1372
1177 6301904 3880
1178 6305784 1091
1179 6306875 1118
1180 6307993 1324
1181 6309317 2355
1182 6311672 1947
1183 6313619 2348
1184 6315967 3465
1186 6319432 970
1187 6320402 7301
1188 6327703 5209
1189 6332912 6569
1190 6339481 4433
1191 6343914 3698
1192 6347612 2749
1193 6350361 30922
1194 6381283 3961
1195 6385244 5238
1196 6390482 2844
1197 6393326 1952
1198 6395278 4730
1199 6400008 1225
1200 6401233 2561
1201 6403794 8073
1202 6411867 11537
1203 6423404 2035
1204 6425439 3595
1205 6429034 5157
1206 6434191 5322
1207 6439513 5150
1208 6444663 6328
1209 6450991 1021
1210 6452012 7186
1211 6459198 2931
1212 6462129 9523
1213 6471652 4207
1214 6475859 6412
1215 6482271 2873
1216 6485144 1570
1217 6486714 2909
1218 6489623 3389
1219 6493012 1760
1220 6494772 5542
1221 6500314 9048
1223 6509362 2281
1224 6511643 8408
1225 6520051 6786
1226 6526837 6448
1227 6533285 3677
1228 6536962 3370
1229 6540332 2876
1230 6543208 3402
1231 6546610 458
1232 6547068 2156
